ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
489862481,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2022-10-01,2022,10,1,1047,United States,US-CA-085,California,Santa Clara,Agnews Historic Park,37.3932400,-121.9543110,"",,Unspecified,"","",,,,,,,S119806562,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2986,2986
489853211,Photo,Western Bluebird,Sialia mexicana,,Melissa Petullo,2022-08-16,2022,8,16,1750,United States,US-CA-069,California,San Benito,Pinnacles NP--Visitor Center,36.4937287,-121.1462805,"",,Unspecified,"","",,,,,,,S117171540,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
489800741,Photo,Western Bluebird,Sialia mexicana,,"Heather O'Connor",2022-10-01,2022,10,1,937,United States,US-CA-079,California,San Luis Obispo,Islay Creek Campground--Montana de Oro SP,35.2736118,-120.8838502,"",,Unspecified,"","",,,,,,,S119803577,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2757,2757
489792121,Photo,Western Bluebird,Sialia mexicana,,Beth Bruckheimer,2022-10-02,2022,10,2,643,United States,US-CA-073,California,San Diego,Tecolote (ball fields only) Park and Recreation Center,32.7750000,-117.2003180,"",,Unspecified,"","",,,,,,,S119835628,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,724,1086
489787841,Photo,Western Bluebird,Sialia mexicana,,"Heather O'Connor",2022-09-29,2022,9,29,1203,United States,US-CA-079,California,San Luis Obispo,Islay Creek Campground--Montana de Oro SP,35.2736118,-120.8838502,"",,Unspecified,"","",,,,,,,S119803873,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2409,2409
489760301,Photo,Western Bluebird,Sialia mexicana,,John Scharpen,2022-10-01,2022,10,1,800,United States,US-CA-085,California,Santa Clara,Agnews Historic Park,37.3932400,-121.9543110,"",,Unspecified,"","",,,,,,,S119797191,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1164,1731
489754321,Photo,Western Bluebird,Sialia mexicana,,Abram Fleishman,2022-10-02,2022,10,2,733,United States,US-CA-087,California,Santa Cruz,Moore Creek Preserve,36.9692736,-122.0658088,"",,Unspecified,"","",,,,,,,S119866851,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2592,3888
489722881,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-02,2022,10,2,730,United States,US-CA-085,California,Santa Clara,"Stanford University--O'Donohue Family Stanford Educational Farm",37.4266201,-122.1829385,"",,Unspecified,"","",,,,,,,S119862242,"",,,,,Sialia mexicana,wesblu,Species,,,4.50,2,,1879,2818
489722901,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-02,2022,10,2,730,United States,US-CA-085,California,Santa Clara,"Stanford University--O'Donohue Family Stanford Educational Farm",37.4266201,-122.1829385,"",,Unspecified,"","",,,,,,,S119862242,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1940,2910
489722831,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-02,2022,10,2,730,United States,US-CA-085,California,Santa Clara,"Stanford University--O'Donohue Family Stanford Educational Farm",37.4266201,-122.1829385,"",,Unspecified,"","",,,,,,,S119862242,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,2,,1307,1961
489722891,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-02,2022,10,2,730,United States,US-CA-085,California,Santa Clara,"Stanford University--O'Donohue Family Stanford Educational Farm",37.4266201,-122.1829385,"",,Unspecified,"","",,,,,,,S119862242,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1708,2562
489722841,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-02,2022,10,2,730,United States,US-CA-085,California,Santa Clara,"Stanford University--O'Donohue Family Stanford Educational Farm",37.4266201,-122.1829385,"",,Unspecified,"","",,,,,,,S119862242,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,1837,1312
489722851,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-02,2022,10,2,730,United States,US-CA-085,California,Santa Clara,"Stanford University--O'Donohue Family Stanford Educational Farm",37.4266201,-122.1829385,"",,Unspecified,"","",,,,,,,S119862242,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,2,,1242,1863
489722871,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-02,2022,10,2,730,United States,US-CA-085,California,Santa Clara,"Stanford University--O'Donohue Family Stanford Educational Farm",37.4266201,-122.1829385,"",,Unspecified,"","",,,,,,,S119862242,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,2,,1873,2809
489710071,Photo,Western Bluebird,Sialia mexicana,,Jesse Kramer,2022-10-02,2022,10,2,810,United States,US-CA-095,California,Solano,Lake Solano County Park (SOL Co.),38.4915300,-122.0282149,"",,Unspecified,"","",,,,,,,S119860235,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2273,2840
489683601,Photo,Western Bluebird,Sialia mexicana,,Tatyana Soto,2022-10-01,2022,10,1,828,United States,US-CA-013,California,Contra Costa,Contra Loma Regional Park,37.9713552,-121.8237233,"",,Unspecified,"","",,,,,,,S119776392,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3493,2794
489669321,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2022-08-29,2022,8,29,1819,United States,US-CA-059,California,Orange,Alicante Neighborhood,33.6166620,-117.6168370,"",,Unspecified,"","",,,,,,,S119853755,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
489664191,Photo,Western Bluebird,Sialia mexicana,Lonchura punctulata -- Scaly-breasted Munia,Astrid Taen,2022-09-24,2022,9,24,1624,United States,US-CA-059,California,Orange,Dining Room Window,33.6166357,-117.6176219,"",,Unspecified,"","",,,,,,,S119364008,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
489659851,Photo,Western Bluebird,Sialia mexicana,Lonchura punctulata -- Scaly-breasted Munia,Astrid Taen,2022-09-26,2022,9,26,1638,United States,US-CA-059,California,Orange,Dining Room Window,33.6166357,-117.6176219,"",,Unspecified,"","",,,,,,,S119491528,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
489659731,Photo,Western Bluebird,Sialia mexicana,"Lonchura punctulata -- Scaly-breasted Munia; Haemorhous mexicanus -- House Finch",Astrid Taen,2022-09-26,2022,9,26,1638,United States,US-CA-059,California,Orange,Dining Room Window,33.6166357,-117.6176219,"",,Unspecified,"","",,,,,,,S119491528,"",,,Bathing birds,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
489659401,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2022-09-26,2022,9,26,1638,United States,US-CA-059,California,Orange,Dining Room Window,33.6166357,-117.6176219,"",,Unspecified,"","",,,,,,,S119491528,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
489629441,Photo,Western Bluebird,Sialia mexicana,,Stuart King,2022-10-02,2022,10,2,849,United States,US-CA-007,California,Butte,SK Home,39.7609288,-121.6008009,"",,Unspecified,"","",,,,,,,S119844281,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2306,3124
489629431,Photo,Western Bluebird,Sialia mexicana,,Stuart King,2022-10-02,2022,10,2,849,United States,US-CA-007,California,Butte,SK Home,39.7609288,-121.6008009,"",,Unspecified,"","",,,,,,,S119844281,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2554,2447
489618571,Photo,Western Bluebird,Sialia mexicana,,Susan Harrison,2022-10-01,2022,10,1,1734,United States,US-CA-095,California,Solano,Lake Solano (SOL Co.),38.4887672,-122.0116282,"",,Unspecified,"","",,,,,,,S119842577,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1288,1932
489615371,Photo,Western Bluebird,Sialia mexicana,,Doug Hegenauer,2022-09-30,2022,9,30,739,United States,US-CA-041,California,Marin,Pt. Reyes--Earthquake Trail,38.0406805,-122.7982092,"",,Unspecified,"","",,,,,,,S119711697,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1648,2480
489614811,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2022-09-29,2022,9,29,1736,United States,US-CA-059,California,Orange,Dining Room Window,33.6166357,-117.6176219,"",,Unspecified,"","",,,,,,,S119685029,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
489606821,Photo,Western Bluebird,Sialia mexicana,,Gregg McClain,2022-10-01,2022,10,1,925,United States,US-CA-037,California,Los Angeles,Ken Malloy Harbor Regional Park,33.7874582,-118.2939363,Adult Male – 1,,Unspecified,"","",,,,,,,S119837963,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2435,1623
489605421,Photo,Western Bluebird,Sialia mexicana,,Bruce Schine,2022-10-01,2022,10,1,1000,United States,US-CA-001,California,Alameda,Elsie Roemer Bird Sanctuary,37.7525975,-122.2473836,"",,Unspecified,"","",,,,,,,S119811530,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1280
489605431,Photo,Western Bluebird,Sialia mexicana,,Bruce Schine,2022-10-01,2022,10,1,1000,United States,US-CA-001,California,Alameda,Elsie Roemer Bird Sanctuary,37.7525975,-122.2473836,"",,Unspecified,"","",,,,,,,S119811530,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1280
489527231,Photo,Western Bluebird,Sialia mexicana,,Van Pierszalowski,2022-10-01,2022,10,1,1107,United States,US-CA-107,California,Tulare,Cedar Slope,36.1452500,-118.5789200,"",,Unspecified,"","",,,,,,,S119808136,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1733,2600
489524951,Photo,Western Bluebird,Sialia mexicana,,Gennadiy Dyakin,2022-07-15,2022,7,15,1715,United States,US-CA-029,California,Kern,Chula Vista Campground,34.8138474,-119.1241443,"",,Unspecified,"","",,,,,,,S119815760,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,533,800
489513111,Photo,Western Bluebird,Sialia mexicana,,Elizabeth Crouthamel,2022-09-27,2022,9,27,810,United States,US-CA-097,California,Sonoma,"Weatherby Court, Petaluma, California, US",38.2520961,-122.6068173,"",,Unspecified,"","",,,,,,,S119813498,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1184,1549
489501051,Photo,Western Bluebird,Sialia mexicana,,Susan Endres,2022-09-30,2022,9,30,1653,United States,US-CA-073,California,San Diego,Buddy Todd Park,33.2076695,-117.3475885,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S119810144,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,"",1551,2081
489501021,Photo,Western Bluebird,Sialia mexicana,,Susan Endres,2022-09-30,2022,9,30,1653,United States,US-CA-073,California,San Diego,Buddy Todd Park,33.2076695,-117.3475885,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S119810144,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,"",1141,1503
489479821,Photo,Western Bluebird,Sialia mexicana,,Doug Lithgow,2022-10-01,2022,10,1,705,United States,US-CA-059,California,Orange,"Fairview Park, Costa Mesa",33.6620140,-117.9413974,"",,Unspecified,"","",,,,,,,S119768166,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2418,1814
489437201,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-01,2022,10,1,710,United States,US-CA-085,California,Santa Clara,Agnews Historic Park,37.3932400,-121.9543110,"",,Unspecified,"","",,,,,,,S119804875,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1931,2896
489437191,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-10-01,2022,10,1,710,United States,US-CA-085,California,Santa Clara,Agnews Historic Park,37.3932400,-121.9543110,"",,Unspecified,"","",,,,,,,S119804875,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1068,1602
489425621,Photo,Western Bluebird,Sialia mexicana,,Hans Spiecker,2022-09-30,2022,9,30,807,United States,US-CA-037,California,Los Angeles,Bouquet Canyon Park,34.4531386,-118.5055733,"",,Unspecified,"","",,,,,,,S119708047,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1100,1650
489423391,Photo,Western Bluebird,Sialia mexicana,,Hans Spiecker,2022-09-30,2022,9,30,807,United States,US-CA-037,California,Los Angeles,Bouquet Canyon Park,34.4531386,-118.5055733,"",,Unspecified,"","",,,,,,,S119708047,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1100,1650
489416471,Photo,Western Bluebird,Sialia mexicana,,Ann Stockert,2022-10-01,2022,10,1,1125,United States,US-CA-079,California,San Luis Obispo,Islay Creek Campground--Montana de Oro SP,35.2736118,-120.8838502,"",,Unspecified,"","",,,,,,,S119800885,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1725,2588
489399601,Photo,Western Bluebird,Sialia mexicana,,BAL Land,2022-10-01,2022,10,1,728,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S119778409,"",,,,Probably more.,Sialia mexicana,wesblu,Species,,,4.44,9,,3459,4568
489346501,Photo,Western Bluebird,Sialia mexicana,,Carolyn Thiele,2022-09-30,2022,9,30,745,United States,US-CA-073,California,San Diego,Harry Griffen Regional Park,32.7859369,-116.9878900,"",,Unspecified,"","",,,,,,,S119746007,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,735,1068
489346351,Photo,Western Bluebird,Sialia mexicana,,Carolyn Thiele,2022-09-30,2022,9,30,745,United States,US-CA-073,California,San Diego,Harry Griffen Regional Park,32.7859369,-116.9878900,"",,Unspecified,"","",,,,,,,S119746007,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2716,2322
489339161,Photo,Western Bluebird,Sialia mexicana,,Levi Rehberg,2022-10-01,2022,10,1,1000,United States,US-CA-097,California,Sonoma,Ellis Creek Water Recyling Facility,38.2251678,-122.5838828,Male – 1,,Unspecified,"","",,,,,,,S119783413,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,2592,3888
489339111,Photo,Western Bluebird,Sialia mexicana,,Levi Rehberg,2022-10-01,2022,10,1,1000,United States,US-CA-097,California,Sonoma,Ellis Creek Water Recyling Facility,38.2251678,-122.5838828,Male – 1,,Unspecified,"","",,,,,,,S119783413,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,2592,3888
489177471,Photo,Western Bluebird,Sialia mexicana,,Allegra Wrocklage,2022-02-27,2022,2,27,1100,United States,US-CA-065,California,Riverside,The Living Desert Zoo and Gardens,33.7003681,-116.3735819,"",,Unspecified,"","",,,,,,,S119744823,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1440,1440
489161111,Photo,Western Bluebird,Sialia mexicana,,Diane Etchison,2022-09-30,2022,9,30,830,United States,US-CA-059,California,Orange,Laguna Niguel Regional Park,33.5494066,-117.7098370,"",,Unspecified,"","",,,,,,,S119743079,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,1475,1467
489096631,Photo,Western Bluebird,Sialia mexicana,,Becca Cockrum,2022-09-30,2022,9,30,710,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP--North Access,34.0921622,-117.8010347,"",,Unspecified,"","",,,,,,,S119718153,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1449,2173
489096621,Photo,Western Bluebird,Sialia mexicana,,Becca Cockrum,2022-09-30,2022,9,30,710,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP--North Access,34.0921622,-117.8010347,"",,Unspecified,"","",,,,,,,S119718153,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1449,2173
489095051,Photo,Western Bluebird,Sialia mexicana,,Anshuman Mishra,2022-08-23,2022,8,23,630,United States,US-CA-085,California,Santa Clara,Las Palmas Park,37.3625966,-122.0371413,"",,Unspecified,"","",,,,,,,S117465802,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2143,3214
489091861,Photo,Western Bluebird,Sialia mexicana,,Susan Harrison,2022-09-30,2022,9,30,1555,United States,US-CA-095,California,Solano,Lake Solano (SOL Co.),38.4887672,-122.0116282,"",,Unspecified,"","",,,,,,,S119732302,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1333,2000
489072071,Photo,Western Bluebird,Sialia mexicana,,Chase Yarbrough,2022-05-21,2022,5,21,0,United States,US-CA-055,California,Napa,"933 Signorelli Circle, St. Helena, California, US (38.507, -122.463)",38.5066299,-122.4633590,"",,Unspecified,"","",,,,,,,S119733845,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2593,3889
489060961,Photo,Western Bluebird,Sialia mexicana,Haemorhous mexicanus -- House Finch,Martha Wild,2022-09-30,2022,9,30,803,United States,US-CA-073,California,San Diego,Santee Lakes,32.8570948,-117.0071411,"",,Unspecified,"","",,,,,,,S119724401,"",,,Bluebird below the house finch.,,Sialia mexicana,wesblu,Species,,,2.00,1,,1876,2501
489015601,Photo,Western Bluebird,Sialia mexicana,,Anthony Gliozzo,2013-10-01,2013,10,1,1658,United States,US-CA-059,California,Orange,Laguna Niguel Regional Park,33.5494066,-117.7098370,"",,Unspecified,"","",,,,,,,S15303366,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,1867,2800
488997131,Photo,Western Bluebird,Sialia mexicana,,Cathie Canepa,2022-09-30,2022,9,30,727,United States,US-CA-073,California,San Diego,Aviara Resort,33.0943232,-117.2817349,"",,Unspecified,"","",,,,,,,S119720495,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,908,997
488995621,Photo,Western Bluebird,Sialia mexicana,,Linda Gal,2022-09-29,2022,9,29,1318,United States,US-CA-081,California,San Mateo,Fitzgerald Marine Reserve,37.5224361,-122.5161660,"",,Unspecified,"","",,,,,,,S119720350,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1110,1272
488945821,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-29,2022,9,29,645,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119711432,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1677,2146
488945781,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-29,2022,9,29,645,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119711432,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1812,2354
488908251,Photo,Western Bluebird,Sialia mexicana,,Robert Raffel,2022-09-26,2022,9,26,704,United States,US-CA-013,California,Contra Costa,Pt. Pinole Regional Park,38.0033321,-122.3610020,"",,Unspecified,"","",,,,,,,S119506967,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2541,3593
488908241,Photo,Western Bluebird,Sialia mexicana,,Robert Raffel,2022-09-26,2022,9,26,704,United States,US-CA-013,California,Contra Costa,Pt. Pinole Regional Park,38.0033321,-122.3610020,"",,Unspecified,"","",,,,,,,S119506967,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1939,2741
488908261,Photo,Western Bluebird,Sialia mexicana,,Robert Raffel,2022-09-26,2022,9,26,704,United States,US-CA-013,California,Contra Costa,Pt. Pinole Regional Park,38.0033321,-122.3610020,"",,Unspecified,"","",,,,,,,S119506967,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1951,2758
488871511,Photo,Western Bluebird,Sialia mexicana,,Michael I Christie,2022-09-29,2022,9,29,1745,United States,US-CA-083,California,Santa Barbara,Jalama Road--Jalama Beach to Jalama Saddle,34.5145830,-120.4564990,"",,Unspecified,"","",,,,,,,S119689535,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2041,2721
488833171,Photo,Western Bluebird,Sialia mexicana,"Setophaga coronata auduboni -- Yellow-rumped Warbler (Audubon's)",Jack Wickel,2022-09-29,2022,9,29,850,United States,US-CA-037,California,Los Angeles,"Angeles NF--Burkhart Trail, Burkhart CG to Cooper Canyon Falls",34.3567824,-117.9060459,"",Foraging or Eating,Unspecified,"","",,,,,,,S119686482,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,"",1753,2337
488769461,Photo,Western Bluebird,Sialia mexicana,,George Nothhelfer,2022-09-27,2022,9,27,937,United States,US-CA-059,California,Orange,"Mile Square Regional Park, Fountain Valley",33.7246609,-117.9395199,"",,Unspecified,"","",,,,,,,S119541745,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,674,679
488747811,Photo,Western Bluebird,Sialia mexicana,,Joseph Morlan,2022-09-29,2022,9,29,1316,United States,US-CA-081,California,San Mateo,Fitzgerald Marine Reserve,37.5224361,-122.5161660,"",,Unspecified,"","",,,,,,,S119676830,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1028,1024
488731331,Photo,Western Bluebird,Sialia mexicana,,Noam Markus,2022-09-29,2022,9,29,905,United States,US-CA-075,California,San Francisco,San Francisco Aquatic Park,37.8071732,-122.4247313,"",,Unspecified,"","",,,,,,,S119674078,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,2,,1993,3258
488731321,Photo,Western Bluebird,Sialia mexicana,,Noam Markus,2022-09-29,2022,9,29,905,United States,US-CA-075,California,San Francisco,San Francisco Aquatic Park,37.8071732,-122.4247313,"",,Unspecified,"","",,,,,,,S119674078,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,2,,2270,3614
488727371,Photo,Western Bluebird,Sialia mexicana,,Mike Belfield,2022-09-29,2022,9,29,714,United States,US-CA-059,California,Orange,"Sycamore Park, Irvine",33.7030524,-117.7663192,"",,Unspecified,"","",,,,,,,S119655343,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1080
488727381,Photo,Western Bluebird,Sialia mexicana,,Mike Belfield,2022-09-29,2022,9,29,714,United States,US-CA-059,California,Orange,"Sycamore Park, Irvine",33.7030524,-117.7663192,"",,Unspecified,"","",,,,,,,S119655343,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1080
488727361,Photo,Western Bluebird,Sialia mexicana,,Mike Belfield,2022-09-29,2022,9,29,714,United States,US-CA-059,California,Orange,"Sycamore Park, Irvine",33.7030524,-117.7663192,"",,Unspecified,"","",,,,,,,S119655343,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1620,1080
488727391,Photo,Western Bluebird,Sialia mexicana,,Mike Belfield,2022-09-29,2022,9,29,714,United States,US-CA-059,California,Orange,"Sycamore Park, Irvine",33.7030524,-117.7663192,"",,Unspecified,"","",,,,,,,S119655343,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1619,1080
488727351,Photo,Western Bluebird,Sialia mexicana,,Mike Belfield,2022-09-29,2022,9,29,714,United States,US-CA-059,California,Orange,"Sycamore Park, Irvine",33.7030524,-117.7663192,"",,Unspecified,"","",,,,,,,S119655343,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,720,1080
488719451,Photo,Western Bluebird,Sialia mexicana,,Steve Lindley,2022-09-25,2022,9,25,1437,United States,US-CA-067,California,Sacramento,Gibson Ranch County Park,38.7243734,-121.4024919,"",,Unspecified,"","",,,,,,,S119671569,"",,,,,Sialia mexicana,wesblu,Species,,,2.50,2,,2400,4240
488703171,Photo,Western Bluebird,Sialia mexicana,,Meg Barron,2022-09-28,2022,9,28,905,United States,US-CA-085,California,Santa Clara,Agnews Historic Park,37.3932400,-121.9543110,"",,Unspecified,"","",,,,,,,S119669735,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1500,1750
488670651,Photo,Western Bluebird,Sialia mexicana,,David Yeamans,2022-09-29,2022,9,29,823,United States,US-CA-001,California,Alameda,"10200 Mines Rd, Livermore US-CA 37.60490, -121.66446",37.6048950,-121.6644620,Adult Male – 1,Flying,Unspecified,"","",,,,,,,S119662117,"",,,,,Sialia mexicana,wesblu,Species,,,1.00,1,"",1163,1745
488655481,Photo,Western Bluebird,Sialia mexicana,,Linda Thomas,2022-09-29,2022,9,29,836,United States,US-CA-059,California,Orange,"Heritage Park, Irvine US-CA 33.69905, -117.77766",33.6990520,-117.7776650,"",,Unspecified,"","",,,,,,,S119660923,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1440,1569
488655471,Photo,Western Bluebird,Sialia mexicana,,Linda Thomas,2022-09-29,2022,9,29,836,United States,US-CA-059,California,Orange,"Heritage Park, Irvine US-CA 33.69905, -117.77766",33.6990520,-117.7776650,"",,Unspecified,"","",,,,,,,S119660923,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1440,1645
488649521,Photo,Western Bluebird,Sialia mexicana,,Anne Mytych,2022-09-24,2022,9,24,807,United States,US-CA-087,California,Santa Cruz,Natural Bridges SB,36.9523782,-122.0567107,"",,Unspecified,"","",,,,,,,S119343527,"",,,,"These guys were not cooperative. Every time I had them in my sights, they took off. This is the only shot I got of this bird the entire week I was in California.",Sialia mexicana,wesblu,Species,,,.00,0,,1872,3001
488631291,Photo,Western Bluebird,Sialia mexicana,,Richard Thunen,2022-09-20,2022,9,20,1430,United States,US-CA-083,California,Santa Barbara,7402 - 7418 Hollister Ave (Tech Park),34.4303818,-119.8908561,"",,Unspecified,"","",,,,,,,S119656932,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2837,3905
488605941,Photo,Western Bluebird,Sialia mexicana,,greg slak,2022-09-28,2022,9,28,745,United States,US-CA-037,California,Los Angeles,Griffith Park--Toyon Landfill (Not open to public on weekdays),34.1436692,-118.3021546,"",,Unspecified,"","",,,,,,,S119641373,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,960,1200
488539841,Photo,Western Bluebird,Sialia mexicana,,Paul Nicholas,2022-09-28,2022,9,28,1730,United States,US-CA-097,California,Sonoma,Laguna de Santa Rosa Trail-- including Kelly Pond and Laguna Wetlands Preserve,38.4096167,-122.8124285,"",,Unspecified,"","",,,,,,,S119615538,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3172,2116
488538921,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-28,2022,9,28,645,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119615493,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,1355,1926
488538761,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-28,2022,9,28,645,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119615493,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,671,1140
488538751,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-28,2022,9,28,645,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119615493,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1996,1270
488538721,Photo,Western Bluebird,Sialia mexicana,,Jan Bryant,2022-09-28,2022,9,28,645,United States,US-CA-037,California,Los Angeles,Santa Monica,34.0133172,-118.4786884,"",,Unspecified,"","",,,,,,,S119615493,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2294,2874
