ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
445883411,Photo,Western Bluebird,Sialia mexicana,,Julia Ray,2022-05-08,2022,5,8,1020,United States,US-CA-037,California,Los Angeles,Orcas Park,34.2702685,-118.3673000,"",,Unspecified,"","",,,,,,,S109361088,"",,,,"Nest hole in a eucalyptus tree and an adult bird entering it, observed on the southwest end of the grassy park area with the picnic tables and children’s play area. Bird photographed was in the equestrian center.",Sialia mexicana,wesblu,Species,,,.00,0,,1080,1440
445883381,Photo,Western Bluebird,Sialia mexicana,,Julia Ray,2022-05-08,2022,5,8,1020,United States,US-CA-037,California,Los Angeles,Orcas Park,34.2702685,-118.3673000,"",,Unspecified,"","",,,,,,,S109361088,"",,,,"Nest hole in a eucalyptus tree and an adult bird entering it, observed on the southwest end of the grassy park area with the picnic tables and children’s play area. Bird photographed was in the equestrian center.",Sialia mexicana,wesblu,Species,,,.00,0,,1080,1440
445861661,Photo,Western Bluebird,Sialia mexicana,,Eileen Wintemute,2022-05-08,2022,5,8,848,United States,US-CA-059,California,Orange,Oso Creek Trail,33.5980824,-117.6556048,"",,Unspecified,"","",,,,,,,S109382037,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1002,1013
445860911,Photo,Western Bluebird,Sialia mexicana,,BAL Land,2022-05-08,2022,5,8,829,United States,US-CA-059,California,Orange,Huntington Central Park,33.7010644,-118.0063820,"",,Unspecified,"","",,,,,,,S109358721,"",,,,Two juveniles.,Sialia mexicana,wesblu,Species,,,3.50,4,,1817,3376
445855911,Photo,Western Bluebird,Sialia mexicana,,aaron evans,2015-04-19,2015,4,19,0,United States,US-CA-079,California,San Luis Obispo,santa rosa creek rd,35.5754450,-121.0346944,"",,Unspecified,"","",,,,,,,S109380312,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1305,1980
445851461,Photo,Western Bluebird,Sialia mexicana,,Will Sweet,2022-05-08,2022,5,8,1257,United States,US-CA-037,California,Los Angeles,Colorado Lagoon,33.7711322,-118.1334941,"",Carrying Food,Unspecified,"","",,,,,,,S109370163,"",,,,,Sialia mexicana,wesblu,Species,,,4.80,5,"",3012,4647
445841091,Photo,Western Bluebird,Sialia mexicana,,Terry  Hurst,2022-05-08,2022,5,8,754,United States,US-CA-073,California,San Diego,Santee Lakes,32.8570948,-117.0071411,"",,Unspecified,"","",,,,,,,S109375059,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,3039,1864
445831931,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,1142,United States,US-CA-113,California,Yolo,UC Davis--Arboretum,38.5309118,-121.7603159,Adult Male – 1,"",Unspecified,"","",,,,,,,S109362843,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,Habitat,3864,5152
445826401,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,Juvenile – 1,"",Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,Habitat,3864,5152
445826361,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,"Adult – 1; Juvenile – 1",Feeding Young,Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,Habitat,3864,5152
445826341,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,Juvenile – 1,"",Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,Habitat,3864,5152
445826331,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,"Adult – 1; Juvenile – 1","Carrying Food; Feeding Young",Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,Habitat,3864,5152
445826321,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,Juvenile – 1,"",Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,Habitat,3864,5152
445826221,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,Juvenile – 1,"",Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,Habitat,3864,5152
445826181,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,Juvenile – 1,"",Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,Habitat,3864,5152
445826121,Photo,Western Bluebird,Sialia mexicana,,Lu To,2022-05-08,2022,5,8,935,United States,US-CA-113,California,Yolo,Explorit Park--5th St,38.5556455,-121.7097938,Juvenile – 1,"",Unspecified,"","",,,,,,,S109344326,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,Habitat,3864,5152
445784821,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2022-05-08,2022,5,8,742,United States,US-CA-075,California,San Francisco,Fort Mason Park,37.8051812,-122.4285507,"",,Unspecified,"","",,,,,,,S109359983,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2592,3888
445784791,Photo,Western Bluebird,Sialia mexicana,,Erica Rutherford/ John Colbert,2022-05-08,2022,5,8,742,United States,US-CA-075,California,San Francisco,Fort Mason Park,37.8051812,-122.4285507,"",,Unspecified,"","",,,,,,,S109359983,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2592,3888
445773541,Photo,Western Bluebird,Sialia mexicana,,Félix Cloutier,2022-05-08,2022,5,8,719,United States,US-CA-001,California,Alameda,Garin/Dry Creek Pioneer Regional Park,37.6284527,-122.0283920,"",,Unspecified,"","",,,,,,,S109359519,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3127,2085
445753811,Photo,Western Bluebird,Sialia mexicana,,stega n/a,2022-05-07,2022,5,7,900,United States,US-CA-085,California,Santa Clara,Purgatory Auto Works And Dinosaur Farm,37.3409778,-121.7646424,"",,Unspecified,"","",,,,,,,S109351323,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3024,4032
445753781,Photo,Western Bluebird,Sialia mexicana,,stega n/a,2022-05-07,2022,5,7,900,United States,US-CA-085,California,Santa Clara,Purgatory Auto Works And Dinosaur Farm,37.3409778,-121.7646424,"",,Unspecified,"","",,,,,,,S109351323,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2048,1365
445753751,Photo,Western Bluebird,Sialia mexicana,,stega n/a,2022-05-07,2022,5,7,900,United States,US-CA-085,California,Santa Clara,Purgatory Auto Works And Dinosaur Farm,37.3409778,-121.7646424,"",,Unspecified,"","",,,,,,,S109351323,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2048,1365
445578991,Photo,Western Bluebird,Sialia mexicana,,Ann Flower,2022-05-07,2022,5,7,857,United States,US-CA-037,California,Los Angeles,Sepulveda Basin--East of Woodley Ave,34.1767221,-118.4737308,"",,Unspecified,"","",,,,,,,S109229481,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1625,2437
445554041,Photo,Western Bluebird,Sialia mexicana,,Damon Haan,2022-04-18,2022,4,18,1336,United States,US-CA-065,California,Riverside,Idyllwild Nature Center,33.7477559,-116.7226084,"",,Unspecified,"","",,,,,,,S107425743,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1762,1982
445554031,Photo,Western Bluebird,Sialia mexicana,,Damon Haan,2022-04-18,2022,4,18,1336,United States,US-CA-065,California,Riverside,Idyllwild Nature Center,33.7477559,-116.7226084,"",,Unspecified,"","",,,,,,,S107425743,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1638,1937
445554011,Photo,Western Bluebird,Sialia mexicana,,Damon Haan,2022-04-18,2022,4,18,1336,United States,US-CA-065,California,Riverside,Idyllwild Nature Center,33.7477559,-116.7226084,"",,Unspecified,"","",,,,,,,S107425743,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1751,1914
445554021,Photo,Western Bluebird,Sialia mexicana,,Damon Haan,2022-04-18,2022,4,18,1336,United States,US-CA-065,California,Riverside,Idyllwild Nature Center,33.7477559,-116.7226084,"",,Unspecified,"","",,,,,,,S107425743,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1547,1846
445535691,Photo,Western Bluebird,Sialia mexicana,,Umashanker Narayanaswamy,2022-05-06,2022,5,6,1000,United States,US-CA-085,California,Santa Clara,Pearson-Arastradero Preserve,37.3871572,-122.1746850,"",,Unspecified,"","",,,,,,,S109284637,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,4661,6992
445535671,Photo,Western Bluebird,Sialia mexicana,,Umashanker Narayanaswamy,2022-05-06,2022,5,6,1000,United States,US-CA-085,California,Santa Clara,Pearson-Arastradero Preserve,37.3871572,-122.1746850,"",,Unspecified,"","",,,,,,,S109284637,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,4335,6502
445535511,Photo,Western Bluebird,Sialia mexicana,,Umashanker Narayanaswamy,2022-05-06,2022,5,6,1000,United States,US-CA-085,California,Santa Clara,Pearson-Arastradero Preserve,37.3871572,-122.1746850,"",,Unspecified,"","",,,,,,,S109284637,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,4722,7083
445525111,Photo,Western Bluebird,Sialia mexicana,,Katherine Zhang,2022-05-07,2022,5,7,1053,United States,US-CA-073,California,San Diego,Lake Cuyamaca,32.9880758,-116.5812492,"",,Unspecified,"","",,,,,,,S109244763,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1951,2927
445520951,Photo,Western Bluebird,Sialia mexicana,,Nancy Overholtz,2022-05-06,2022,5,6,808,United States,US-CA-027,California,Inyo,Millpond Rec Area,37.3784786,-118.4929991,"",,Unspecified,"","",,,,,,,S109111282,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1036,1461
445520941,Photo,Western Bluebird,Sialia mexicana,,Nancy Overholtz,2022-05-06,2022,5,6,808,United States,US-CA-027,California,Inyo,Millpond Rec Area,37.3784786,-118.4929991,"",,Unspecified,"","",,,,,,,S109111282,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1465,1144
445520901,Photo,Western Bluebird,Sialia mexicana,,Nancy Overholtz,2022-05-06,2022,5,6,808,United States,US-CA-027,California,Inyo,Millpond Rec Area,37.3784786,-118.4929991,"",,Unspecified,"","",,,,,,,S109111282,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,997,1463
445470761,Photo,Western Bluebird,Sialia mexicana,,Michele Troughton,2022-05-07,2022,5,7,1417,United States,US-CA-095,California,Solano,Mare Island Shoreline Heritage Preserve,38.0755955,-122.2538853,"",,Unspecified,"","",,,,,,,S109273487,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3024,4032
445464531,Photo,Western Bluebird,Sialia mexicana,,Miko Tokuhama-Olsen,2022-05-07,2022,5,7,752,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S109271860,"",,,,"They are everywhere.  If you love Western bluebirds, this is a must-see park.",Sialia mexicana,wesblu,Species,,,.00,0,,760,1034
445464121,Photo,Western Bluebird,Sialia mexicana,,Miko Tokuhama-Olsen,2022-05-07,2022,5,7,752,United States,US-CA-073,California,San Diego,Rohr Park,32.6651739,-117.0327925,"",,Unspecified,"","",,,,,,,S109271860,"",,,,"They are everywhere.  If you love Western bluebirds, this is a must-see park.",Sialia mexicana,wesblu,Species,,,.00,0,,826,950
445418641,Photo,Western Bluebird,Sialia mexicana,,S Lambert,2022-05-07,2022,5,7,1200,United States,US-CA-053,California,Monterey,Palo Corona RP--Rancho Cañada & South Bank Trail,36.5373034,-121.8875036,"",,Unspecified,"","",,,,,,,S109264762,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,813,658
445411671,Photo,Western Bluebird,Sialia mexicana,,celia hulett,2022-05-07,2022,5,7,630,United States,US-CA-057,California,Nevada,Hulett Ranch (Private),39.1139793,-120.9788835,"",,Unspecified,"","",,,,,,,S109262392,"",,,,garden,Sialia mexicana,wesblu,Species,,,3.00,1,,2610,2202
445404191,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2022-05-06,2022,5,6,1115,United States,US-CA-081,California,San Mateo,Filoli Estate,37.4701657,-122.3085463,"",,Unspecified,"","",,,,,,,S109261496,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1155,1864
445404151,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2022-05-06,2022,5,6,1115,United States,US-CA-081,California,San Mateo,Filoli Estate,37.4701657,-122.3085463,"",,Unspecified,"","",,,,,,,S109261496,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,754,1455
445404131,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2022-05-06,2022,5,6,1115,United States,US-CA-081,California,San Mateo,Filoli Estate,37.4701657,-122.3085463,"",,Unspecified,"","",,,,,,,S109261496,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2705,2984
445404031,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2022-05-06,2022,5,6,1115,United States,US-CA-081,California,San Mateo,Filoli Estate,37.4701657,-122.3085463,"",,Unspecified,"","",,,,,,,S109261496,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1362,2204
445395071,Photo,Western Bluebird,Sialia mexicana,,Jeffrey Fenwick,2022-05-07,2022,5,7,815,United States,US-CA-059,California,Orange,Huntington Central Park--East,33.7040978,-118.0022383,"",,Unspecified,"","",,,,,,,S109229987,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2095,3143
445382281,Photo,Western Bluebird,Sialia mexicana,,Damian O’Sullivan,2022-05-07,2022,5,7,806,United States,US-CA-037,California,Los Angeles,Malibu Creek SP,34.0991117,-118.7157119,"",,Unspecified,"","",,,,,,,S109255855,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1279,1829
445380671,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-05-07,2022,5,7,749,United States,US-CA-085,California,Santa Clara,Stanford University--Arizona Garden,37.4359330,-122.1713930,"",,Unspecified,"","",,,,,,,S109255742,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,2,,2582,3873
445380661,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-05-07,2022,5,7,749,United States,US-CA-085,California,Santa Clara,Stanford University--Arizona Garden,37.4359330,-122.1713930,"",,Unspecified,"","",,,,,,,S109255742,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2749,4124
445380641,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-05-07,2022,5,7,749,United States,US-CA-085,California,Santa Clara,Stanford University--Arizona Garden,37.4359330,-122.1713930,"",,Unspecified,"","",,,,,,,S109255742,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2027,3041
445380581,Photo,Western Bluebird,Sialia mexicana,,Loni Ye,2022-05-07,2022,5,7,749,United States,US-CA-085,California,Santa Clara,Stanford University--Arizona Garden,37.4359330,-122.1713930,"",,Unspecified,"","",,,,,,,S109255742,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,981,1472
445366681,Photo,Western Bluebird,Sialia mexicana,,Andrew Long,2022-05-07,2022,5,7,853,United States,US-CA-085,California,Santa Clara,Pearson-Arastradero Preserve,37.3871572,-122.1746850,"",,Unspecified,"","",,,,,,,S109231500,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2592,3888
445355231,Photo,Western Bluebird,Sialia mexicana,,Mickey Dyke,2022-05-07,2022,5,7,758,United States,US-CA-037,California,Los Angeles,"Saint Andrew's Abbey",34.4571000,-117.8687000,"",,Unspecified,"","",,,,,,,S109247021,"",,,,Male and female,Sialia mexicana,wesblu,Species,,,.00,0,,2208,2760
445351381,Photo,Western Bluebird,Sialia mexicana,,Mickey Dyke,2022-05-07,2022,5,7,758,United States,US-CA-037,California,Los Angeles,"Saint Andrew's Abbey",34.4571000,-117.8687000,"",,Unspecified,"","",,,,,,,S109247021,"",,,,Male and female,Sialia mexicana,wesblu,Species,,,.00,0,,2581,3226
445351271,Photo,Western Bluebird,Sialia mexicana,,Mickey Dyke,2022-05-07,2022,5,7,758,United States,US-CA-037,California,Los Angeles,"Saint Andrew's Abbey",34.4571000,-117.8687000,"",,Unspecified,"","",,,,,,,S109247021,"",,,,Male and female,Sialia mexicana,wesblu,Species,,,.00,0,,2067,2584
445347481,Photo,Western Bluebird,Sialia mexicana,,Jennifer Rycenga,2022-04-29,2022,4,29,1211,United States,US-CA-081,California,San Mateo,"St. John's Cemetery, San Mateo",37.5483392,-122.3369012,"",,Unspecified,"","",,,,,,,S108396667,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,753,1043
445345151,Photo,Western Bluebird,Sialia mexicana,,Molly Goheen,2022-05-07,2022,5,7,930,United States,US-CA-113,California,Yolo,Putah Creek Riparian Reserve (YOL Co.),38.5277630,-121.8004200,"",,Unspecified,"","",,,,,,,S109248552,"",,,,"Male/female pair   Male was banded.",Sialia mexicana,wesblu,Species,,,.00,0,,2645,3335
445332471,Photo,Western Bluebird,Sialia mexicana,,Lynn Scarlett,2022-05-07,2022,5,7,945,United States,US-CA-083,California,Santa Barbara,Lake Los Carneros Park,34.4432200,-119.8497500,"",,Unspecified,"","",,,,,,,S109245744,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
445332461,Photo,Western Bluebird,Sialia mexicana,,Lynn Scarlett,2022-05-07,2022,5,7,945,United States,US-CA-083,California,Santa Barbara,Lake Los Carneros Park,34.4432200,-119.8497500,"",,Unspecified,"","",,,,,,,S109245744,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,3820
445295221,Photo,Western Bluebird,Sialia mexicana,,Robin Kaminsky,2022-05-06,2022,5,6,1656,United States,US-CA-037,California,Los Angeles,Malaga Dunes,33.8007566,-118.3819881,"",,Unspecified,"","",,,,,,,S109165213,"",,,,A pair with two juveniles in a dead tree,Sialia mexicana,wesblu,Species,,,.00,0,,1080,1620
445286361,Photo,Western Bluebird,Sialia mexicana,,Robin Kaminsky,2022-05-06,2022,5,6,1656,United States,US-CA-037,California,Los Angeles,Malaga Dunes,33.8007566,-118.3819881,"",,Unspecified,"","",,,,,,,S109165213,"",,,,A pair with two juveniles in a dead tree,Sialia mexicana,wesblu,Species,,,.00,0,,1136,640
445285441,Photo,Western Bluebird,Sialia mexicana,,Robin Kaminsky,2022-05-06,2022,5,6,1656,United States,US-CA-037,California,Los Angeles,Malaga Dunes,33.8007566,-118.3819881,"",,Unspecified,"","",,,,,,,S109165213,"",,,,A pair with two juveniles in a dead tree,Sialia mexicana,wesblu,Species,,,.00,0,,1080,1620
445275231,Photo,Western Bluebird,Sialia mexicana,,Ed Corey,2022-04-26,2022,4,26,1250,United States,US-CA-037,California,Los Angeles,Descanso Gardens,34.2016400,-118.2122900,"",,Unspecified,"","",,,,,,,S108155656,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2172,3256
445252781,Photo,Western Bluebird,Sialia mexicana,,Donna Bray,2022-05-05,2022,5,5,1040,United States,US-CA-037,California,Los Angeles,John Anson Ford Park,33.9579912,-118.1518650,"",,Unspecified,"","",,,,,,,S109223547,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,3610,4986
445252761,Photo,Western Bluebird,Sialia mexicana,,Donna Bray,2022-05-05,2022,5,5,1040,United States,US-CA-037,California,Los Angeles,John Anson Ford Park,33.9579912,-118.1518650,"",,Unspecified,"","",,,,,,,S109223547,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2536,3418
445241511,Photo,Western Bluebird,Sialia mexicana,,Nicholas Earnhart,2022-05-05,2022,5,5,1628,United States,US-CA-059,California,Orange,Heller Park,33.6315043,-117.9203582,"",,Unspecified,"","",,,,,,,S109061138,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
445241491,Photo,Western Bluebird,Sialia mexicana,,Nicholas Earnhart,2022-05-05,2022,5,5,1628,United States,US-CA-059,California,Orange,Heller Park,33.6315043,-117.9203582,"",,Unspecified,"","",,,,,,,S109061138,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
445241451,Photo,Western Bluebird,Sialia mexicana,,Nicholas Earnhart,2022-05-05,2022,5,5,1628,United States,US-CA-059,California,Orange,Heller Park,33.6315043,-117.9203582,"",,Unspecified,"","",,,,,,,S109061138,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
445241411,Photo,Western Bluebird,Sialia mexicana,,Nicholas Earnhart,2022-05-05,2022,5,5,1628,United States,US-CA-059,California,Orange,Heller Park,33.6315043,-117.9203582,"",,Unspecified,"","",,,,,,,S109061138,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
445238951,Photo,Western Bluebird,Sialia mexicana,,Della Alcorn,2022-05-07,2022,5,7,700,United States,US-CA-089,California,Shasta,"16962 Campo Calle, Redding US-CA 40.56165, -122.42890",40.5616490,-122.4289010,"",,Unspecified,"","",,,,,,,S109216299,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1283,1924
